sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_2109,"Wenjia is X and has taken middle row right, down and left from center, and bottom right corner; Zhenmao is O and has gone for above the center and center.","X:MR,BL,BR O:TM,C",5,
c_2110,"Seoyeon is X and has taken top middle, center, and right of centre; Zhenmao is O and has gone for bottom middle and bottom right corner.","X:TM,C,MR O:BM,BR",5,
c_2111,"Sujith is X and has gone for above the center, middle, and bottom middle; Wenjia is O and has taken right of centre and bottom right corner.","X:TM,C,BM O:MR,BR",5,X
c_2112,"Watson is X and has gone for top middle, middle, and bottom right corner; SONG is O and has gone for middle row right and bottom middle.","X:TM,C,BR O:MR,BM",5,
c_2113,"SONG is X and has taken top middle, middle row right, and bottom middle; Sujith is O and has taken center and down and right from center.","X:TM,MR,BM O:C,BR",5,
c_2114,"Fergus is X and has taken top middle, middle row right, and bottom right corner; Wenjia is O and has gone for center and bottom middle.","X:TM,MR,BR O:C,BM",5,
c_2115,"Goli is X and has gone for top middle, below the center, and bottom right corner; Fergus is O and has gone for middle and middle row right.","X:TM,BM,BR O:C,MR",5,
c_2116,"SONG is X and has taken middle, middle row right, and bottom middle; Goli is O and has taken above the center and down and right from center.","X:C,MR,BM O:TM,BR",5,
c_2117,"Seoyeon is X and has gone for center, right of centre, and down and right from center; Goli is O and has gone for above the center and below the center.","X:C,MR,BR O:TM,BM",5,
c_2118,"Wenjia is X and has gone for middle, below the center, and bottom right corner; Sujith is O and has taken top middle and right of centre.","X:C,BM,BR O:TM,MR",5,
c_2119,"Seoyeon is X and has taken middle row right, bottom middle, and down and right from center; Wenjia is O and has taken above the center and center.","X:MR,BM,BR O:TM,C",5,
c_2120,"Wang is X and has gone for above the center, middle, and down and left from center; Wenjia is O and has gone for bottom middle and down and right from center.","X:TM,C,BL O:BM,BR",5,
c_2121,"Zhenmao is X and has taken top middle, center, and below the center; Seoyeon is O and has gone for down and left from center and down and right from center.","X:TM,C,BM O:BL,BR",5,X
c_2122,"Wang is X and has gone for top middle, middle, and down and right from center; Fergus is O and has taken down and left from center and below the center.","X:TM,C,BR O:BL,BM",5,
c_2123,"Kim is X and has taken above the center, bottom left corner, and bottom middle; Wang is O and has taken center and bottom right corner.","X:TM,BL,BM O:C,BR",5,
c_2124,"Wenjia is X and has taken top middle, down and left from center, and down and right from center; Watson is O and has taken center and below the center.","X:TM,BL,BR O:C,BM",5,
c_2125,"Watson is X and has gone for above the center, bottom middle, and bottom right corner; Zhenmao is O and has gone for center and bottom left corner.","X:TM,BM,BR O:C,BL",5,
c_2126,"Goli is X and has taken middle, down and left from center, and below the center; Kim is O and has gone for top middle and bottom right corner.","X:C,BL,BM O:TM,BR",5,
c_2127,"Zhenmao is X and has gone for middle, down and left from center, and bottom right corner; Wang is O and has gone for above the center and below the center.","X:C,BL,BR O:TM,BM",5,
c_2128,"Sujith is X and has taken center, bottom middle, and down and right from center; Zhenmao is O and has taken above the center and down and left from center.","X:C,BM,BR O:TM,BL",5,
c_2129,"Kim is X and has gone for bottom left corner, below the center, and down and right from center; Zhenmao is O and has gone for above the center and middle.","X:BL,BM,BR O:TM,C",5,X
c_2130,"Zhenmao is X and has gone for above the center, middle row right, and bottom left corner; Wang is O and has gone for bottom middle and bottom right corner.","X:TM,MR,BL O:BM,BR",5,
c_2131,"Wang is X and has gone for above the center, right of centre, and bottom middle; Watson is O and has taken down and left from center and bottom right corner.","X:TM,MR,BM O:BL,BR",5,
c_2132,"SONG is X and has gone for top middle, middle row right, and down and right from center; Wenjia is O and has taken bottom left corner and below the center.","X:TM,MR,BR O:BL,BM",5,
c_2133,"Seoyeon is X and has gone for above the center, down and left from center, and below the center; SONG is O and has gone for right of centre and down and right from center.","X:TM,BL,BM O:MR,BR",5,
c_2134,"Seoyeon is X and has taken top middle, down and left from center, and bottom right corner; Watson is O and has taken right of centre and below the center.","X:TM,BL,BR O:MR,BM",5,
c_2135,"Watson is X and has gone for above the center, below the center, and bottom right corner; Kim is O and has taken middle row right and bottom left corner.","X:TM,BM,BR O:MR,BL",5,
c_2136,"Sujith is X and has gone for middle row right, bottom left corner, and below the center; Goli is O and has gone for above the center and bottom right corner.","X:MR,BL,BM O:TM,BR",5,
c_2137,"Fergus is X and has taken middle row right, bottom left corner, and bottom right corner; Watson is O and has gone for top middle and below the center.","X:MR,BL,BR O:TM,BM",5,
c_2138,"Fergus is X and has taken right of centre, below the center, and bottom right corner; Zhenmao is O and has taken top middle and bottom left corner.","X:MR,BM,BR O:TM,BL",5,
c_2139,"Kim is X and has gone for down and left from center, below the center, and down and right from center; Fergus is O and has gone for top middle and middle row right.","X:BL,BM,BR O:TM,MR",5,X
c_2140,"Watson is X and has taken up and right from center, middle row left, and middle; Kim is O and has gone for middle row right and down and left from center.","X:TR,ML,C O:MR,BL",5,
c_2141,"Seoyeon is X and has gone for up and right from center, left of centre, and right of centre; Goli is O and has gone for middle and bottom left corner.","X:TR,ML,MR O:C,BL",5,
c_2142,"Wang is X and has taken up and right from center, middle row left, and bottom left corner; Goli is O and has taken center and right of centre.","X:TR,ML,BL O:C,MR",5,
c_2143,"Goli is X and has taken up and right from center, middle, and middle row right; Seoyeon is O and has gone for middle row left and bottom left corner.","X:TR,C,MR O:ML,BL",5,
c_2144,"SONG is X and has gone for up and right from center, center, and down and left from center; Seoyeon is O and has taken middle row left and right of centre.","X:TR,C,BL O:ML,MR",5,X
c_2145,"Wenjia is X and has gone for up and right from center, right of centre, and bottom left corner; SONG is O and has gone for middle row left and middle.","X:TR,MR,BL O:ML,C",5,
c_2146,"Goli is X and has gone for left of centre, center, and middle row right; Seoyeon is O and has gone for top right corner and down and left from center.","X:ML,C,MR O:TR,BL",5,X
c_2147,"Wang is X and has taken left of centre, center, and down and left from center; SONG is O and has taken top right corner and right of centre.","X:ML,C,BL O:TR,MR",5,
c_2148,"Seoyeon is X and has taken middle row left, right of centre, and down and left from center; Goli is O and has gone for up and right from center and center.","X:ML,MR,BL O:TR,C",5,
c_2149,"Wang is X and has gone for center, middle row right, and bottom left corner; SONG is O and has gone for up and right from center and left of centre.","X:C,MR,BL O:TR,ML",5,
c_2150,"Fergus is X and has taken top right corner, left of centre, and center; Seoyeon is O and has taken middle row right and below the center.","X:TR,ML,C O:MR,BM",5,
c_2151,"Wenjia is X and has gone for up and right from center, middle row left, and right of centre; Wang is O and has gone for center and below the center.","X:TR,ML,MR O:C,BM",5,
c_2152,"Fergus is X and has gone for up and right from center, middle row left, and below the center; Zhenmao is O and has gone for middle and right of centre.","X:TR,ML,BM O:C,MR",5,
c_2153,"Watson is X and has taken up and right from center, middle, and middle row right; Wang is O and has gone for left of centre and bottom middle.","X:TR,C,MR O:ML,BM",5,
c_2154,"Goli is X and has gone for top right corner, middle, and bottom middle; Fergus is O and has gone for left of centre and middle row right.","X:TR,C,BM O:ML,MR",5,
c_2155,"SONG is X and has gone for top right corner, right of centre, and bottom middle; Zhenmao is O and has gone for middle row left and middle.","X:TR,MR,BM O:ML,C",5,
c_2156,"SONG is X and has gone for middle row left, center, and right of centre; Wang is O and has gone for up and right from center and below the center.","X:ML,C,MR O:TR,BM",5,X
c_2157,"Goli is X and has taken middle row left, center, and below the center; Sujith is O and has taken up and right from center and right of centre.","X:ML,C,BM O:TR,MR",5,
c_2158,"Fergus is X and has taken left of centre, right of centre, and bottom middle; Sujith is O and has taken top right corner and middle.","X:ML,MR,BM O:TR,C",5,
c_2159,"Wenjia is X and has taken middle, middle row right, and below the center; Watson is O and has gone for top right corner and middle row left.","X:C,MR,BM O:TR,ML",5,
c_2160,"Kim is X and has gone for up and right from center, left of centre, and middle; Seoyeon is O and has gone for middle row right and down and right from center.","X:TR,ML,C O:MR,BR",5,
c_2161,"Watson is X and has taken up and right from center, left of centre, and middle row right; Wang is O and has taken center and down and right from center.","X:TR,ML,MR O:C,BR",5,
c_2162,"Sujith is X and has gone for top right corner, middle row left, and down and right from center; Zhenmao is O and has taken center and middle row right.","X:TR,ML,BR O:C,MR",5,
c_2163,"Watson is X and has gone for up and right from center, middle, and right of centre; Fergus is O and has taken left of centre and down and right from center.","X:TR,C,MR O:ML,BR",5,
c_2164,"Seoyeon is X and has taken up and right from center, middle, and bottom right corner; Wenjia is O and has gone for middle row left and right of centre.","X:TR,C,BR O:ML,MR",5,
c_2165,"Seoyeon is X and has gone for top right corner, right of centre, and down and right from center; Wang is O and has taken middle row left and center.","X:TR,MR,BR O:ML,C",5,X
c_2166,"Goli is X and has taken left of centre, middle, and middle row right; Wenjia is O and has gone for up and right from center and bottom right corner.","X:ML,C,MR O:TR,BR",5,X
c_2167,"Wang is X and has taken left of centre, middle, and bottom right corner; Sujith is O and has taken up and right from center and right of centre.","X:ML,C,BR O:TR,MR",5,
c_2168,"SONG is X and has gone for middle row left, right of centre, and down and right from center; Wenjia is O and has taken top right corner and middle.","X:ML,MR,BR O:TR,C",5,
